Condicao;Tempo_s;Ch1_HbO;Ch1_HbR;Ch2_HbO;Ch2_HbR;Ch3_HbO;Ch3_HbR
D_2min;18.1;-1.06025299369883;-0.281569852276518;-0.7078641518080993;-0.14517822607949693;-0.30157800795379863;0.11509286613632597
D_2min;18.2;-1.063284076273332;-0.2845894524687145;-0.7095231836587566;-0.1447867418682911;-0.3069984435937556;0.10826923596699167
D_2min;18.3;-1.0664789167132227;-0.28786606000319903;-0.711237315107752;-0.14429200885650761;-0.3129676850605083;0.1006579634085556
D_2min;18.4;-1.0696858407087078;-0.29129857921609315;-0.7129380563942469;-0.14372742535638672;-0.31922231060724293;0.09257898272727427
D_2min;18.5;-1.0727807412269055;-0.2948034566214037;-0.7145804318367031;-0.14313741475945907;-0.32552255009174047;0.08433709887198138
D_2min;18.6;-1.0754627072542213;-0.29818893167133886;-0.7158920140713629;-0.14238899341521538;-0.33164353213941133;0.07604623557843393
D_2min;18.7;-1.077322716595413;-0.30119416421188916;-0.7164925024031898;-0.14128496661574985;-0.3373012442839549;0.06782257899228661
D_2min;18.8;-1.0782433695039053;-0.30374383743858946;-0.7162568673066492;-0.13975134578499304;-0.3424380340427877;0.05965633840506879
D_2min;18.9;-1.0780962895797792;-0.30575657334001693;-0.7150424292252016;-0.13769816817669778;-0.34700696460162916;0.0515097923244916
D_2min;19.0;-1.0764858976082046;-0.30697594377994974;-0.7125197136212211;-0.13498783932394343;-0.3506436326541742;0.043647708238584215
D_2min;19.1;-1.073092292476245;-0.30719117745253754;-0.7084387152442915;-0.13153334676420858;-0.35300880593619866;0.03635871851128769
D_2min;19.2;-1.067429760608853;-0.3060924373355576;-0.7023790282471047;-0.12714276142282355;-0.35371001148178216;0.02988116281330999
D_2min;19.3;-1.059053270132857;-0.30339467322917546;-0.6939598321048752;-0.1216460247889497;-0.3523725403660922;0.024456715539640683
D_2min;19.4;-1.048229188858853;-0.2992588477918021;-0.6834197266444342;-0.11517062478356266;-0.34916079872099637;0.020036684153940776
D_2min;19.5;-1.0354026154361833;-0.29396136565485875;-0.6711452018881765;-0.10790859625939486;-0.34440528132087067;0.016452718241689368
D_2min;19.6;-1.02099377833105;-0.2877561944782929;-0.657528069645025;-0.10007351834162836;-0.338321350941289;0.013691240811572136
D_2min;19.7;-1.0055245716529004;-0.28096058174261174;-0.6430491538345162;-0.09192222225691271;-0.3312002358215871;0.01169943627965786
D_2min;19.8;-0.9891548913893491;-0.2736815679046716;-0.6278362144118574;-0.08351325639278961;-0.3232178331690374;0.010335254259884685
D_2min;19.9;-0.9719387087028117;-0.2659617678595696;-0.6119261442372075;-0.07486093271804428;-0.3144700684390376;0.00949850346494685
D_2min;20.0;-0.9542112640477498;-0.2580142349483019;-0.5955928186225314;-0.06609116612892318;-0.30527811931746385;0.008958061249322746
D_2min;20.1;-0.9362746450582868;-0.25003401746469667;-0.5790801788663114;-0.0573137610706933;-0.2959495909645078;0.00847920869787977
D_2min;20.2;-0.9183854924690564;-0.24217519823708233;-0.5626518094230839;-0.048684306456074466;-0.2865364018239571;0.008169315053970116
D_2min;20.3;-0.9008769824772775;-0.23463055333495575;-0.5466538805427579;-0.040409746341582675;-0.27707469582858657;0.00821343810823727
D_2min;20.4;-0.8837810302858857;-0.22742740049309784;-0.5311502085540045;-0.03254320832284474;-0.2675006673218423;0.008730953710340827
D_2min;20.5;-0.86711193220256;-0.22058125922770078;-0.5161952161038208;-0.025136237148660534;-0.2577165804752344;0.009877984640973558
D_2min;20.6;-0.8513431120611799;-0.21436419393889494;-0.5022278547215144;-0.01842678102017814;-0.2479418491148735;0.01167299112487008
D_2min;20.7;-0.8369269870542855;-0.20903754490086612;-0.4896535967963853;-0.012627867331647558;-0.23843738774913525;0.014059725083050978
D_2min;20.8;-0.8243581593669811;-0.20488354502743888;-0.4789449463138471;-0.008000012682546576;-0.22937854390282908;0.017131663758535254
D_2min;20.9;-0.8141168740950055;-0.20217564843331814;-0.47055634073245756;-0.004792507462316742;-0.2209541235248711;0.020955912594096127
D_2min;21.0;-0.805975618145232;-0.20079734382978032;-0.4642766474383677;-0.002893588908957412;-0.21312192624114878;0.02543976956145233
D_2min;21.1;-0.7994719440625602;-0.20050363466890708;-0.4596847504586741;-0.002080498388040475;-0.20572741542921236;0.03048644299700687
D_2min;21.2;-0.7943532144283951;-0.2011615020991231;-0.4565252216096578;-0.0022124476951290717;-0.19880691488312152;0.03588928432665206
D_2min;21.3;-0.7902736009404405;-0.2025837540058939;-0.45445135803653613;-0.0030974662516873863;-0.1923676990419576;0.041416069243536136
D_2min;21.4;-0.7869405672619685;-0.2046204431799339;-0.4532206423877376;-0.004612209991231353;-0.18625001096975424;0.04709034113266064
D_2min;21.5;-0.784158188890884;-0.20718005356311053;-0.45268848718809984;-0.0066890890727338;-0.18033186540972324;0.05295835704100593
D_2min;21.6;-0.7814576552767614;-0.21000460755388595;-0.4524373349560875;-0.009105128864347556;-0.1743701667979458;0.05902244771292775
D_2min;21.7;-0.7784082731253719;-0.21284422645070666;-0.4520746442964878;-0.011646139458511229;-0.16812106271987837;0.06530137574886918
D_2min;21.8;-0.7749852675607674;-0.21570018765122967;-0.4515638297569158;-0.01429378064574749;-0.1617642202792755;0.07157887798056883
D_2min;21.9;-0.7712439774498483;-0.21860801290639653;-0.45091287659174917;-0.017046364910463296;-0.15558701228458816;0.07754510732027331
D_2min;22.0;-0.7674099160368089;-0.2216432855199324;-0.45026480603184993;-0.019958859877518442;-0.1497867072356911;0.08307382578785827
D_2min;22.1;-0.7637147393969732;-0.2249112451850639;-0.4497926693265555;-0.023112165243813543;-0.14459974865965464;0.08801925560453494
D_2min;22.2;-0.7600718059060947;-0.22829574133843877;-0.44930608593001686;-0.026367487124347555;-0.14012447664576655;0.0921359031915081
D_2min;22.3;-0.7564471133332527;-0.231638458870699;-0.44859914000958057;-0.02955004745881329;-0.1363812482156117;0.0952432092388742
D_2min;22.4;-0.7524987926206599;-0.23486247801954274;-0.44742797635258036;-0.03256280172995929;-0.1335242068845428;0.09702945903616733
D_2min;22.5;-0.7478178351635982;-0.23787218411383826;-0.44550981506762355;-0.035294167018324885;-0.13165950886085653;0.09720984042256564
D_2min;22.6;-0.7428820277485526;-0.24067939552148143;-0.4430539892615162;-0.037757056635309816;-0.13075077783176248;0.09592949383652893
D_2min;22.7;-0.7381349367154666;-0.24335493702112387;-0.4403437923587994;-0.04003904874449127;-0.130725919935319;0.09343887334520051
D_2min;22.8;-0.7337600005164555;-0.2458164287925504;-0.43740026327309245;-0.04207431109016113;-0.13133799964504078;0.08998466694628693
D_2min;22.9;-0.7302017440241828;-0.24799882037810939;-0.4343609910561028;-0.04381249061689285;-0.1323369566197723;0.08587550303333913
D_2min;23.0;-0.7265597975967992;-0.2499654910962681;-0.43102638852068864;-0.04537181859276451;-0.1336148486465074;0.08119844727308223
D_2min;23.1;-0.7212940040323659;-0.25174945594543896;-0.42694195324454043;-0.04684677131096926;-0.1350112453753205;0.0759788409142601
D_2min;23.2;-0.7151173652823655;-0.2535177777547082;-0.4225767478980913;-0.04841150182761922;-0.13663242374808782;0.07040106416619452
D_2min;23.3;-0.7084958899399876;-0.2554239397997593;-0.4182939894277027;-0.050246963699932756;-0.13854665260145538;0.06463332389323195
D_2min;23.4;-0.7000925589402662;-0.25728183145300587;-0.41348656342974976;-0.0521767324358855;-0.14031344672829604;0.05882997727529293
D_2min;23.5;-0.6892930906700006;-0.25879369985001954;-0.4076462788664532;-0.05393013563211024;-0.14140754838689418;0.053187499318645415
D_2min;23.6;-0.6730912770652582;-0.25964149946565307;-0.39940200497158607;-0.055353852473184695;-0.14109279403882447;0.0477466706440568
D_2min;23.7;-0.6486464568371071;-0.25961806637157814;-0.3876141130068209;-0.056256304027351156;-0.13884442277833742;0.04254011086452891
D_2min;23.8;-0.6194117208278156;-0.2584857407376937;-0.37310745058493566;-0.05653277966413306;-0.13450011938543405;0.03782481514580027
D_2min;23.9;-0.5910784161933229;-0.2562428420164391;-0.35773967849763544;-0.056165379155880046;-0.12844553850424667;0.03384428699297004
D_2min;24.0;-0.5686224628068208;-0.25352329389096084;-0.3441791610890803;-0.054951809559900866;-0.1220437870607185;0.030870587019730777
D_2min;24.1;-0.5552202564318618;-0.2504007952546923;-0.33365872752397685;-0.05272744093546411;-0.11561127102080881;0.029165508254157757
D_2min;24.2;-0.5562790204777928;-0.24787824159771965;-0.3293451421707392;-0.04961510570190519;-0.1112272063707671;0.028631689628006995
D_2min;24.3;-0.5687208606295888;-0.24655055741585485;-0.33107166721109493;-0.045768018692858625;-0.1095870288914167;0.029056646674790798
D_2min;24.4;-0.5782459268334668;-0.24277351928660895;-0.32868410283759353;-0.04147479386109332;-0.10376537948363485;0.03029455879056897
D_2min;24.5;-0.6016972607262119;-0.23754672451023406;-0.3287641718040568;-0.03706695859845155;-0.09654102634262252;0.03223502545637835
D_2min;24.6;-0.61396542435961;-0.2296300918415337;-0.3214108332038421;-0.03241691111377332;-0.08297174087009118;0.03500699600054791
D_2min;24.7;-0.5213752533851155;-0.20772010528353757;-0.2604613907912974;-0.027760372838556258;-0.04005924754156531;0.03753916821557901
D_2min;24.8;-0.44950771154796776;-0.19338126870940542;-0.2179541144729047;-0.02367028571271579;-0.01434836968202724;0.03869751495491425
D_2min;24.9;-0.546969623961604;-0.21145890203919837;-0.27738100033707447;-0.017358996026936246;-0.043080427014219325;0.044662435831187786
D_2min;25.0;-0.518428473399986;-0.2184653188278265;-0.2811871996423001;-0.008393861431024163;-0.034633842834228545;0.0556550964484801
D_2min;25.1;-0.48402694716009886;-0.21949700505234748;-0.2793379629079151;-0.009598904557777566;-0.07580575576702664;0.04347459753438976
D_2min;25.2;0.0808457217180738;-0.19031588558117818;-0.03754887710348598;-0.017604349262412278;0.060219038273004344;0.03762121701804677
D_2min;25.3;0.6157510650272897;-0.05572582318156449;0.29681263475035013;0.02115547578482957;0.3208594951494428;0.08748627454539992
D_2min;25.4;-0.31536655030494654;-0.20662972728696527;-0.19723155317506524;-0.009424859189484991;-0.011312393534723242;0.046738206769667556
D_2min;25.5;-0.39736756839802556;-0.1842292210535481;-0.19901462274031445;-0.00018239839626410514;0.019690071972211953;0.061994925733731776
D_2min;25.6;-0.4778830509891865;-0.17777360501704198;-0.2172140035100032;0.0005488264534925236;0.02723385326040706;0.06856800348706749
D_2min;25.7;-0.5071438154121912;-0.17894857702231892;-0.22928719431930134;-0.002624666739273529;0.026449043741346046;0.07242105231969109
D_2min;25.8;-0.4961493535671915;-0.18733410574602338;-0.23745392221299078;-0.009977201965012839;0.01725584537079783;0.07296664939891695
D_2min;25.9;-0.41566176434292235;-0.18922227242909795;-0.21452109044941103;-0.017831473405816034;0.02586630673504331;0.07496424286498637
D_2min;26.0;-0.32831016222765275;-0.18940405809032335;-0.187191747346656;-0.026215929989391817;0.038297868501588894;0.07771821184693817
D_2min;26.1;-0.3124523340011187;-0.1952748373515778;-0.19038755865132728;-0.03577033379495553;0.034980642580810795;0.07962572771075838
D_2min;26.2;-0.34764677648361797;-0.20476481382210565;-0.21484244934383767;-0.046100573408047296;0.02119331397770452;0.08114792111859703
D_2min;26.3;-0.39678303466901355;-0.21549412598933237;-0.24544492768180604;-0.057032653631699404;0.004204899473117862;0.0825396226067232
D_2min;26.4;-0.4481275637831361;-0.22676240551963822;-0.27748102463781343;-0.06838868226742534;-0.013847240750571643;0.08381646819067967
D_2min;26.5;-0.4860624729551004;-0.23748708017512588;-0.30448299613350827;-0.07996368377637708;-0.02983952738370732;0.08507204298913518
D_2min;26.6;-0.5143090257028717;-0.2476744901206116;-0.3276301013128773;-0.09143814662756444;-0.04422887497977612;0.08622110599071586
D_2min;26.7;-0.5442183946156884;-0.25769037122627925;-0.35103406135175064;-0.10239543091373182;-0.0587896998987798;0.08712823206734477
D_2min;26.8;-0.5771188164738836;-0.2675141137038697;-0.37505792206376043;-0.11269883173241713;-0.07365761360279421;0.08772335853639124
D_2min;26.9;-0.6142389109894504;-0.27712693613681694;-0.4000256678242238;-0.12220899804842134;-0.088962977960934;0.0879193054332843
D_2min;27.0;-0.6528106026352161;-0.2860877180773507;-0.4244345074291189;-0.13049059310241073;-0.10388787064517224;0.087654049344148
D_2min;27.1;-0.6881650543493674;-0.29388064867781694;-0.4460868226008827;-0.1371660976061193;-0.11730021873393426;0.08690620421686202
D_2min;27.2;-0.7175827531371253;-0.300042886901692;-0.4634474211412005;-0.14173288618188273;-0.12836759192755132;0.08557653790812303
D_2min;27.3;-0.7385645870488418;-0.3041439430468591;-0.47510394539973966;-0.14372390296285165;-0.13632137907464248;0.08357994540163105
D_2min;27.4;-0.7518258593567673;-0.3063282180437632;-0.48150759331591253;-0.14333255006848322;-0.1413980623467488;0.0809816550610476
D_2min;27.5;-0.7593450344995842;-0.3069273230001812;-0.48377435339447494;-0.14093250555429115;-0.14418637702582338;0.07787525409945939
D_2min;27.6;-0.762221155376368;-0.30617063442816495;-0.4826256901233297;-0.13684928325936419;-0.14506958072001197;0.07438126144442858
D_2min;27.7;-0.7619289909767053;-0.30436605388264404;-0.4790185212480367;-0.131501955257451;-0.14456101210394934;0.07064280941977596
D_2min;27.8;-0.7590317427221258;-0.3016502723373353;-0.4733172299044526;-0.12503711594288802;-0.14286308644900458;0.06668664246913814
D_2min;27.9;-0.7535941741053387;-0.298078575617037;-0.46560868700882274;-0.11751292893449072;-0.14003203439576772;0.06251863704478922
D_2min;28.0;-0.7468455449859572;-0.2939238581841046;-0.45666361270079214;-0.10922716377162;-0.13649593145267147;0.05819414958950819
D_2min;28.1;-0.7399670783549492;-0.2894470482749414;-0.4472170889636775;-0.10045856156583444;-0.13266282798023354;0.053761714454298115
D_2min;28.2;-0.7331817535742271;-0.2847396459445122;-0.4375231423694501;-0.09140533700876308;-0.12867390033953363;0.049321112641034226
D_2min;28.3;-0.7266704868102396;-0.2798950710287116;-0.42784793920847264;-0.08230556046349058;-0.12467678821406203;0.04500268014248654
D_2min;28.4;-0.7201763950819267;-0.27489238672669014;-0.4181156808512476;-0.0732018865525319;-0.12062459989856045;0.040862234519751794
D_2min;28.5;-0.7133231317554092;-0.26968841990541925;-0.4081866747260836;-0.0641218282822198;-0.11643544813244766;0.036958261108197554
D_2min;28.6;-0.7068466644601781;-0.2644968823285945;-0.39865231111455124;-0.05540353708291956;-0.11243924069857414;0.0334164066059941
D_2min;28.7;-0.7016016402200398;-0.25954832790360705;-0.390148752273868;-0.04737511995303656;-0.10898804792455152;0.030344492048138605
D_2min;28.8;-0.6982941092858157;-0.2550529149178882;-0.38326995940095543;-0.04039843774339946;-0.1064170583017745;0.0278870118841974
D_2min;28.9;-0.6976169096609963;-0.2512168080040196;-0.37859262188422527;-0.03481888605950001;-0.10504995398366646;0.026178608925485847
D_2min;29.0;-0.6993125034737648;-0.24797674741943077;-0.37591500409240375;-0.030517142561266475;-0.10475530108316278;0.025184242778879984
D_2min;29.1;-0.7028012306778537;-0.24517719863859888;-0.3747808481476014;-0.027232157543671143;-0.1052560413624839;0.024822468675775866
D_2min;29.2;-0.7077571897700281;-0.24274392896093033;-0.3749217344891864;-0.024787140721947765;-0.10637662411564897;0.025021120442013434
D_2min;29.3;-0.7137346050867617;-0.240567327828888;-0.37596721939340405;-0.022941743070572507;-0.10788170524046237;0.02568371777451972
D_2min;29.4;-0.7204518649117624;-0.2385634455141341;-0.3776951921186651;-0.02157723060624228;-0.10963821867651902;0.026783097589063054
D_2min;29.5;-0.7277464815803931;-0.2366854812937902;-0.3799861364751518;-0.02063855338852072;-0.11157440046585876;0.028312903196032302
D_2min;29.6;-0.7351047691572763;-0.23477948637561674;-0.38242649062573797;-0.01989399722104679;-0.11344545348309687;0.03020959291549552
D_2min;29.7;-0.7420329428284917;-0.2326964716155535;-0.38461929641931825;-0.01912311608527073;-0.11501854780443921;0.03241266367816209
D_2min;29.8;-0.7483936574231134;-0.2304389058301739;-0.38647585178431143;-0.018262301654226043;-0.11622568253692478;0.03487466448065657
D_2min;29.9;-0.7540669684673578;-0.2280291018828473;-0.3879267602058398;-0.017250556756373214;-0.11700375399417062;0.03753860161638212
D_2min;30.0;-0.7591234290576239;-0.22552083138698809;-0.3890463432091167;-0.016123461798092542;-0.1173895871082955;0.04038902629290497
D_2min;30.1;-0.7636791947860111;-0.22298637654819942;-0.38994851217844584;-0.014937908980446224;-0.11744287796099506;0.04341206454466562
D_2min;30.2;-0.7673800797600228;-0.2203606425772957;-0.39036580513109165;-0.013523907540506919;-0.11698871344998807;0.04653413406922802
D_2min;30.3;-0.7698412025902073;-0.21755593079261448;-0.38999770246392984;-0.011695904714851046;-0.11583801026544727;0.04968520398201637
D_2min;30.4;-0.7707265364592368;-0.21452815540166004;-0.3886003254966415;-0.009293888354958035;-0.11382829034530317;0.05277881030604625
D_2min;30.5;-0.7697102292866402;-0.21122929580796246;-0.38593330208647814;-0.006160503838414932;-0.11080109162119989;0.05573425662850884
D_2min;30.6;-0.7669622529204831;-0.20769167466388172;-0.38211811959346953;-0.002371092183009793;-0.10684643146956674;0.05857073620178088
D_2min;30.7;-0.7628270571989963;-0.20398743657085738;-0.37741081448437264;0.0019146573879211815;-0.10214495719376693;0.06133156362131498
D_2min;30.8;-0.7574932919845017;-0.20012503443816243;-0.371929203629902;0.006620915435862962;-0.09678845211579201;0.06406338544452961
D_2min;30.9;-0.7512167379616121;-0.1961229999667733;-0.3658393277774987;0.011640852136121538;-0.0909026326616651;0.06682604826037863
D_2min;31.0;-0.7442219925591447;-0.19205179237871484;-0.35932138664976065;0.016865269433161245;-0.08461746104542378;0.06961659161413802
D_2min;31.1;-0.7366658470954208;-0.18796961302624737;-0.3525055316243808;0.022217422440811596;-0.07802856654677548;0.07241941120952955
D_2min;31.2;-0.728906888816816;-0.18397569551172843;-0.3456729679658235;0.02752479105559047;-0.07133512621888904;0.0752507662001749
D_2min;31.3;-0.7212955519036557;-0.18017021266207678;-0.33910071482483417;0.03261763743305046;-0.06473384650096214;0.07812205819027529
D_2min;31.4;-0.7138787846857646;-0.17651927436574777;-0.3327912184040862;0.03749473747116827;-0.05823841311056199;0.08106969088980254
D_2min;31.5;-0.7066604659402573;-0.1729568104586523;-0.3266986318621239;0.0421840975490726;-0.051830927937254856;0.08414717001303273
D_2min;31.6;-0.6995944973953758;-0.1694442083452392;-0.3207662221961254;0.04672154014912877;-0.04548663405496178;0.08735757580698067
D_2min;31.7;-0.6925968262452749;-0.16592768263073054;-0.314904235730312;0.05116319680665615;-0.0391586314355159;0.09070557615426367
D_2min;31.8;-0.6858428718373064;-0.16240453355694218;-0.3092116549670365;0.05544842492854585;-0.032926685266961186;0.0942428368001531
D_2min;31.9;-0.6795550290500003;-0.15890025292559784;-0.30383462927059135;0.05948760180117674;-0.026902905237717434;0.09800800701381807
D_2min;32.0;-0.6738570898401743;-0.15537904371238032;-0.2988203645154215;0.06325128989953654;-0.02113094860183118;0.10207039987274769
D_2min;32.1;-0.6688807633979899;-0.151815253070537;-0.2942270152193327;0.06670348152762795;-0.015662079100549064;0.10649142951014312
D_2min;32.2;-0.6646304313245031;-0.1482466491763299;-0.29008026393831443;0.0698291307947354;-0.010529783081505428;0.11120765483378658
D_2min;32.3;-0.6610343357988304;-0.1447106730208203;-0.28636190447465815;0.0726400062017376;-0.005737801709031487;0.11612641059232676
D_2min;32.4;-0.6581482789819635;-0.14129305741338438;-0.28315679925283277;0.0750859516606539;-0.0013602967452861492;0.12115256257342555
D_2min;32.5;-0.6560108328393417;-0.13808865134602133;-0.28054585540183297;0.0771192917831609;0.002530755554593256;0.12617363184842567
D_2min;32.6;-0.6545206041064819;-0.13508074955789695;-0.27846066810147896;0.07878112745759669;0.0059715713675263515;0.1311536095686261
D_2min;32.7;-0.6535895398270215;-0.13224355857727677;-0.27683428595402404;0.0801116650095075;0.008999465135753226;0.13607524251745318
D_2min;32.8;-0.6530680718610835;-0.12956481866007152;-0.27557373708336286;0.08116675141094021;0.011664910170726017;0.14087444534038518
D_2min;32.9;-0.6527966470265669;-0.12702470682876132;-0.27457572684355647;0.08200840017015665;0.014027151518979153;0.14549441396181706
D_2min;33.0;-0.6528834393229008;-0.12471361430572081;-0.27395544797555615;0.08256881327665244;0.015997595376120444;0.1498670680734291
D_2min;33.1;-0.6535113611291017;-0.12276259832485259;-0.27389523026149654;0.08274020995130371;0.017439420299810493;0.1539054557321613
D_2min;33.2;-0.6547631303107622;-0.12122341934848446;-0.2744728265644767;0.08247688846082557;0.018297397644175817;0.15758666177088898
D_2min;33.3;-0.6567462793585559;-0.12015687433199584;-0.27578530261673073;0.08172175178389374;0.018504526459219406;0.16089012502228428
D_2min;33.4;-0.6595328110502692;-0.11965597460303368;-0.2779293742942759;0.08041738797821996;0.01797667231170408;0.16371517354523668
D_2min;33.5;-0.6631334078586537;-0.11978228692261172;-0.2809484334114334;0.07853782689619848;0.016666566648471104;0.16597137745953816
D_2min;33.6;-0.667674050698496;-0.12066021498179769;-0.28498743909464785;0.07599768144919405;0.014461142173949781;0.16755227761021807
D_2min;33.7;-0.6732606644060057;-0.1223998423523156;-0.29017162173897226;0.07272299497254675;0.011260127877575243;0.1683571487040103
D_2min;33.8;-0.6797703579943599;-0.12492549714239054;-0.29638665557900623;0.06878147917037314;0.0071498159407266115;0.16843603209539904
D_2min;33.9;-0.6870359785241922;-0.1281191454793973;-0.30346708405828693;0.06427166791905581;0.0022628447967445453;0.16788732977069287
D_2min;34.0;-0.6948591333585368;-0.1318496696808822;-0.31122391835043395;0.059304076794639116;-0.0032713278803306878;0.16677498879255115
D_2min;34.1;-0.7030068396202793;-0.13595881516803132;-0.3194325236679063;0.05401031762225106;-0.009295277189234952;0.1651848165237073
D_2min;34.2;-0.7114136424327073;-0.140404527508748;-0.3280269040299526;0.04843166967457169;-0.015739682349407147;0.16318033234896134
D_2min;34.3;-0.7200491101698194;-0.14516966567402623;-0.33697506696246826;0.0425892857211041;-0.022562374226353654;0.16080399447319493
D_2min;34.4;-0.7287981097300449;-0.1501735204498864;-0.3461607722784201;0.03655442777948359;-0.0296501043003925;0.15815944277824734
D_2min;34.5;-0.7375575115341846;-0.1553428623320423;-0.3554781219047012;0.030392553267904354;-0.03689538785431523;0.15534863340844662
D_2min;34.6;-0.746176687771297;-0.16057343522956735;-0.3647801631161336;0.02418829387748289;-0.04421314650403474;0.1523925837215847
D_2min;34.7;-0.7544626131481396;-0.1657328785077672;-0.3738819991658531;0.018046992682811513;-0.05150509387524771;0.1493026357368601
D_2min;34.8;-0.7623381361429775;-0.1707697056581523;-0.3827052939906803;0.012014254163427829;-0.05872894516435778;0.14607686043466916
D_2min;34.9;-0.7697269994964309;-0.17563201751130997;-0.3911721102045522;0.006135004386296217;-0.06584811896457943;0.14270333216384135
D_2min;35.0;-0.7764186451299597;-0.18018024724724402;-0.39908501722365486;0.000523798230315009;-0.0727309769083071;0.13924324624742734
D_2min;35.1;-0.7822216692049038;-0.18429070325325103;-0.4062655821548766;-0.004714577153529298;-0.0792458237879714;0.1357727869552141
D_2min;35.2;-0.7869128224404207;-0.18780582322666106;-0.4124990477852304;-0.00945670774080476;-0.08526409145806824;0.13233768001226576
D_2min;35.3;-0.790277545906866;-0.19057814551528374;-0.41758184635845197;-0.013585191956498655;-0.09065921285507095;0.12898751147749365
D_2min;35.4;-0.7923622282978542;-0.19264947742188543;-0.42155319212339926;-0.017118092927866257;-0.09542740046878961;0.12574428877716937
D_2min;35.5;-0.7932979459206084;-0.19411459861932467;-0.4245257804441138;-0.02011510526667948;-0.09961135733365012;0.12260920416905652
D_2min;35.6;-0.79315259175777;-0.1950525575598876;-0.42657596194035285;-0.022614028539499564;-0.10320803905088027;0.11962400341426527
D_2min;35.7;-0.7920317407254913;-0.1955693364402311;-0.4278149881263662;-0.024672100934827412;-0.10623182591937486;0.1168271647203607
D_2min;35.8;-0.790011729190824;-0.19569869376480842;-0.4282923753498675;-0.026315075643996266;-0.10871325921850072;0.11420400621558269
D_2min;35.9;-0.7871335975683555;-0.1954501704039071;-0.42802733300534435;-0.02755200706458627;-0.11066871945773649;0.1117418321629371
D_2min;36.0;-0.783541778658206;-0.19490029045505963;-0.42712645790482817;-0.02844049241269797;-0.1121604978630586;0.10941583596178184
D_2min;36.1;-0.7793801024504017;-0.19412145609152898;-0.42569443274643426;-0.029037407557479966;-0.11325421654281698;0.10719660884752535
D_2min;36.2;-0.7746447112962507;-0.19315986466670942;-0.42376095616385534;-0.029354727940828163;-0.11391657366661434;0.10513950896906987
D_2min;36.3;-0.7693101433081955;-0.19207060773895623;-0.4213524826861992;-0.029401307401593968;-0.1140909838614732;0.10332708649482036
D_2min;36.4;-0.7633437884461554;-0.19086073440586748;-0.41846391093775104;-0.029171191601383484;-0.11374585337863685;0.10179747113322879
D_2min;36.5;-0.7566973022749286;-0.1895335742552806;-0.4150824376678077;-0.028654010433945665;-0.112841096793586;0.10059570719318245
D_2min;36.6;-0.7494311931167434;-0.18817118351909645;-0.4112828814024372;-0.027886060571039373;-0.11136357318975243;0.09977548840891082
D_2min;36.7;-0.7416357677928485;-0.1868540289162235;-0.40715034154010965;-0.02691019119100524;-0.1093218522988515;0.09936989922211303
D_2min;36.8;-0.7333500183137112;-0.18567297793747084;-0.4027615230833579;-0.025763555791127324;-0.10669100018910171;0.09944798390724241
D_2min;36.9;-0.7246215527057887;-0.184714094966834;-0.39819180441103974;-0.024482751284542026;-0.10345128895523281;0.10007240559607311
D_2min;37.0;-0.7154862011387522;-0.18394815950322219;-0.39344163529836784;-0.023068942811422133;-0.09964205397205639;0.10120251295691762
D_2min;37.1;-0.7059606571847752;-0.18331334612639782;-0.38848825666057074;-0.02151255218824044;-0.09531623949788326;0.10277113831775608
D_2min;37.2;-0.6961147974661088;-0.18276003994980972;-0.3833215137610999;-0.01980886680521543;-0.09052652933028682;0.10471766146691142
D_2min;37.3;-0.686019421575712;-0.18222332123143214;-0.37792266775455197;-0.0179493599393048;-0.08533589542260067;0.1069657187564852
D_2min;37.4;-0.6756735241835674;-0.18168403968725944;-0.3722983384096157;-0.015940048593214406;-0.07978047737262095;0.109481134084783
D_2min;37.5;-0.6650776698257852;-0.18113833771638088;-0.3664637285002872;-0.0137907570993967;-0.07388610023244624;0.11224568776322208
D_2min;37.6;-0.6542241264503854;-0.18054189451861635;-0.3604121662359283;-0.01150204624174389;-0.06770755983715127;0.11519805705990471
D_2min;37.7;-0.6431015901932033;-0.1798543801830368;-0.3541393666728716;-0.009075838220896415;-0.06129780417936992;0.11828002213688027
D_2min;37.8;-0.631801649741818;-0.17904825611030883;-0.3476447815855668;-0.00651019923075058;-0.05468825740331873;0.12146065246152737
D_2min;37.9;-0.6204495395465797;-0.1780892461954373;-0.3409247427726463;-0.0038003411547586907;-0.04791370237623127;0.12470441736151638
D_2min;38.0;-0.6091207938074783;-0.1769800033789215;-0.33399770727693756;-0.0009545109175164157;-0.04099192503329441;0.12800379901901504
D_2min;38.1;-0.5979003229223503;-0.17572580255247416;-0.32688258918175883;0.002019462390469684;-0.033936824668323595;0.1313559349393829
D_2min;38.2;-0.5868794654269616;-0.17427824545606896;-0.3195759877443738;0.005122829763320347;-0.026810064924106314;0.134695369773274
D_2min;38.3;-0.5761263573277526;-0.17259291528945475;-0.3120804252493343;0.008352124187325671;-0.019679579932899927;0.13795193293827435
D_2min;38.4;-0.5657526503176022;-0.17061465856112878;-0.3043807210767895;0.01171668917892621;-0.012596189491970833;0.14106689702642683
D_2min;38.5;-0.5558619852374225;-0.16829287382161606;-0.2964678002479122;0.015221868931169169;-0.005615260163498448;0.1439791823581542
D_2min;38.6;-0.5464450550797393;-0.16566794824261954;-0.28839254459089503;0.018837476346472926;0.0012400139300154933;0.14668791520247026
